0_0: transcript:QX1410.16786.1
1_19514: transcript:QX1410.6733.1
1_19515: transcript:QX1410.6734.1
1_19516: transcript:QX1410.6735.1
1_19517: transcript:QX1410.6735.2
1_19518: transcript:QX1410.6736.1
1_19519: transcript:QX1410.6737.1
1_19520: transcript:QX1410.6738.1
1_19521: transcript:QX1410.6739.1
1_19522: transcript:QX1410.6739.2
1_19523: transcript:QX1410.6740.1
1_19524: transcript:QX1410.6741.1
1_19525: transcript:QX1410.6742.1
1_19526: transcript:QX1410.6742.2
1_19527: transcript:QX1410.6743.1
1_19528: transcript:QX1410.6744.1
1_19529: transcript:QX1410.6745.1
1_19530: transcript:QX1410.6745.2
1_19531: transcript:QX1410.6746.1
1_19532: transcript:QX1410.6746.2
1_19533: transcript:QX1410.6747.1
1_19534: transcript:QX1410.6748.1
1_19535: transcript:QX1410.6748.2
1_19536: transcript:QX1410.6748.3
1_19537: transcript:QX1410.6749.1
1_19538: transcript:QX1410.6750.1
1_19539: transcript:QX1410.6751.1
1_19540: transcript:QX1410.6752.1
1_19541: transcript:QX1410.6753.1
1_19542: transcript:QX1410.6754.1
1_19543: transcript:QX1410.6755.1
1_19544: transcript:QX1410.6756.1
1_19545: transcript:QX1410.6756.2
1_19546: transcript:QX1410.6756.3
1_19547: transcript:QX1410.6756.4
1_19548: transcript:QX1410.6757.1
1_19549: transcript:QX1410.6757.2
1_19550: transcript:QX1410.6758.1
1_19551: transcript:QX1410.6758.2
1_19552: transcript:QX1410.6759.1
1_19553: transcript:QX1410.6760.1
1_19554: transcript:QX1410.6760.2
1_19555: transcript:QX1410.6761.1
1_19556: transcript:QX1410.6761.2
1_19557: transcript:QX1410.6761.3
1_19558: transcript:QX1410.6761.4
1_19559: transcript:QX1410.6761.5
1_19560: transcript:QX1410.6762.1
1_19561: transcript:QX1410.6763.1
1_19562: transcript:QX1410.6763.2
1_19563: transcript:QX1410.6764.1
1_19564: transcript:QX1410.6765.1
1_19565: transcript:QX1410.6765.2
1_19566: transcript:QX1410.6766.1
1_19567: transcript:QX1410.6767.1
1_19568: transcript:QX1410.6767.2
1_19569: transcript:QX1410.6768.1
1_19570: transcript:QX1410.6769.1
1_19571: transcript:QX1410.6770.1
1_19572: transcript:QX1410.6771.1
1_19573: transcript:QX1410.6771.2
1_19574: transcript:QX1410.6771.3
1_19575: transcript:QX1410.6772.1
1_19576: transcript:QX1410.6772.2
1_19577: transcript:QX1410.6773.1
1_19578: transcript:QX1410.6773.2
1_19579: transcript:QX1410.6774.1
1_19580: transcript:QX1410.6775.1
1_19581: transcript:QX1410.6776.1
1_19582: transcript:QX1410.6776.2
1_19583: transcript:QX1410.6777.1
1_19584: transcript:QX1410.6777.2
1_19585: transcript:QX1410.6777.3
1_19586: transcript:QX1410.6777.4
1_19587: transcript:QX1410.6777.5
1_19588: transcript:QX1410.6777.6
1_19589: transcript:QX1410.6777.7
1_19590: transcript:QX1410.6777.8
1_19591: transcript:QX1410.6778.1
1_19592: transcript:QX1410.6779.1
1_19593: transcript:QX1410.6780.1
1_19594: transcript:QX1410.6781.1
1_19595: transcript:QX1410.6782.1
1_19596: transcript:QX1410.6782.2
1_19597: transcript:QX1410.6783.1
1_19598: transcript:QX1410.6784.1
1_19599: transcript:QX1410.6785.1
1_19600: transcript:QX1410.6785.2
1_19601: transcript:QX1410.6786.1
1_19602: transcript:QX1410.6787.1
1_19603: transcript:QX1410.6788.1
1_19604: transcript:QX1410.6789.1
1_19605: transcript:QX1410.6790.1
1_19606: transcript:QX1410.6791.1
1_19607: transcript:QX1410.6792.1
1_19608: transcript:QX1410.6792.2
1_19609: transcript:QX1410.6792.3
1_19610: transcript:QX1410.6793.1
1_19611: transcript:QX1410.6794.1
1_19612: transcript:QX1410.6794.2
1_19613: transcript:QX1410.6795.1
1_19614: transcript:QX1410.6795.2
1_19615: transcript:QX1410.6795.3
1_19616: transcript:QX1410.6795.4
1_19617: transcript:QX1410.6796.1
1_19618: transcript:QX1410.6797.1
1_19619: transcript:QX1410.6797.2
1_19620: transcript:QX1410.6798.1
1_19621: transcript:QX1410.6799.1
1_19622: transcript:QX1410.6799.2
1_19623: transcript:QX1410.6800.1
1_19624: transcript:QX1410.6801.1
1_19625: transcript:QX1410.6801.2
1_19626: transcript:QX1410.6801.3
1_19627: transcript:QX1410.6801.4
1_19628: transcript:QX1410.6802.1
1_19629: transcript:QX1410.6803.1
1_19630: transcript:QX1410.6803.2
1_19631: transcript:QX1410.6803.3
1_19632: transcript:QX1410.6803.4
1_19633: transcript:QX1410.6803.5
1_19634: transcript:QX1410.6803.6
1_19635: transcript:QX1410.6804.1
1_19636: transcript:QX1410.6804.2
1_19637: transcript:QX1410.6805.1
1_19638: transcript:QX1410.6805.2
1_19639: transcript:QX1410.6805.3
1_19640: transcript:QX1410.6805.4
1_19641: transcript:QX1410.6806.1
1_19642: transcript:QX1410.6806.2
1_19643: transcript:QX1410.6807.1
1_19644: transcript:QX1410.6807.2
1_19645: transcript:QX1410.6808.1
1_19646: transcript:QX1410.6808.2
1_19647: transcript:QX1410.6809.1
1_19648: transcript:QX1410.6810.1
1_19649: transcript:QX1410.6811.1
1_19650: transcript:QX1410.6811.2
1_19651: transcript:QX1410.6812.1
1_19652: transcript:QX1410.6812.2
1_19653: transcript:QX1410.6811.3
1_19654: transcript:QX1410.6813.1
1_19655: transcript:QX1410.6813.2
1_19656: transcript:QX1410.6813.3
1_19657: transcript:QX1410.6813.4
1_19658: transcript:QX1410.6813.5
1_19659: transcript:QX1410.6814.1
1_19660: transcript:QX1410.6813.6
1_19661: transcript:QX1410.6813.7
1_19662: transcript:QX1410.6813.8
1_19663: transcript:QX1410.6815.1
1_19664: transcript:QX1410.6816.1
1_19665: transcript:QX1410.6817.1
1_19666: transcript:QX1410.6817.2
1_19667: transcript:QX1410.6817.3
1_19668: transcript:QX1410.6818.1
1_19669: transcript:QX1410.6819.1
1_19670: transcript:QX1410.6819.2
1_19671: transcript:QX1410.6819.3
1_19672: transcript:QX1410.6820.1
1_19673: transcript:QX1410.6821.1
1_19674: transcript:QX1410.6822.1
1_19675: transcript:QX1410.6823.1
1_19676: transcript:QX1410.6824.1
1_19677: transcript:QX1410.6825.1
1_19678: transcript:QX1410.6826.1
1_19679: transcript:QX1410.6827.1
1_19680: transcript:QX1410.6828.1
1_19681: transcript:QX1410.6829.1
1_19682: transcript:QX1410.6829.2
1_19683: transcript:QX1410.6829.3
1_19684: transcript:QX1410.6830.1
1_19685: transcript:QX1410.6830.2
1_19686: transcript:QX1410.6830.3
1_19687: transcript:QX1410.6830.4
1_19688: transcript:QX1410.6831.1
1_19689: transcript:QX1410.6831.2
1_19690: transcript:QX1410.6831.3
1_19691: transcript:QX1410.6832.1
1_19692: transcript:QX1410.6832.2
1_19693: transcript:QX1410.6833.1
1_19694: transcript:QX1410.6834.1
1_19695: transcript:QX1410.6834.2
1_19696: transcript:QX1410.6834.3
1_19697: transcript:QX1410.6835.1
1_19698: transcript:QX1410.6836.1
1_19699: transcript:QX1410.6837.1
1_19700: transcript:QX1410.6838.1
1_19701: transcript:QX1410.6839.1
1_19702: transcript:QX1410.6839.2
1_19703: transcript:QX1410.6839.3
1_19704: transcript:QX1410.6839.4
1_19705: transcript:QX1410.6840.1
1_19706: transcript:QX1410.6840.2
1_19707: transcript:QX1410.6841.1
1_19708: transcript:QX1410.6842.1
1_19709: transcript:QX1410.6842.2
1_19710: transcript:QX1410.6842.3
1_19711: transcript:QX1410.6843.1
1_19712: transcript:QX1410.6844.1
1_19713: transcript:QX1410.6845.1
1_19714: transcript:QX1410.6846.1
1_19715: transcript:QX1410.6847.1
1_19716: transcript:QX1410.6847.2
1_19717: transcript:QX1410.6848.1
1_19718: transcript:QX1410.6849.1
1_19719: transcript:QX1410.6849.2
1_19720: transcript:QX1410.6849.3
1_19721: transcript:QX1410.6850.1
1_19722: transcript:QX1410.6850.2
1_19723: transcript:QX1410.6850.3
1_19724: transcript:QX1410.6850.4
1_19725: transcript:QX1410.6851.1
1_19726: transcript:QX1410.6852.1
1_19727: transcript:QX1410.6853.1
1_19728: transcript:QX1410.6853.2
1_19729: transcript:QX1410.6854.1
1_19730: transcript:QX1410.6854.2
1_19731: transcript:QX1410.6855.1
1_19732: transcript:QX1410.6855.2
1_19733: transcript:QX1410.6855.3
1_19734: transcript:QX1410.6855.4
1_19735: transcript:QX1410.6856.1
1_19736: transcript:QX1410.6855.5
1_19737: transcript:QX1410.6857.1
1_19738: transcript:QX1410.6857.2
1_19739: transcript:QX1410.6857.3
1_19740: transcript:QX1410.6858.1
1_19741: transcript:QX1410.6858.2
1_19742: transcript:QX1410.6858.3
1_19743: transcript:QX1410.6858.4
1_19744: transcript:QX1410.6858.5
1_19745: transcript:QX1410.6859.1
1_19746: transcript:QX1410.6860.1
1_19747: transcript:QX1410.6860.2
1_19748: transcript:QX1410.6860.3
1_19749: transcript:QX1410.6861.1
1_19750: transcript:QX1410.6861.2
1_19751: transcript:QX1410.6862.1
1_19752: transcript:QX1410.6862.2
1_19753: transcript:QX1410.6863.1
1_19754: transcript:QX1410.6864.1
1_19755: transcript:QX1410.6863.2
1_19756: transcript:QX1410.6865.1
1_19757: transcript:QX1410.6865.2
1_19758: transcript:QX1410.6865.3
1_19759: transcript:QX1410.6866.1
1_19760: transcript:QX1410.6867.1
1_19761: transcript:QX1410.6867.2
1_19762: transcript:QX1410.6867.3
1_19763: transcript:QX1410.6868.1
1_19764: transcript:QX1410.6868.2
1_19765: transcript:QX1410.6869.1
1_19766: transcript:QX1410.6869.2
1_19767: transcript:QX1410.6870.1
1_19768: transcript:QX1410.6870.2
1_19769: transcript:QX1410.6871.1
1_19770: transcript:QX1410.6871.2
1_19771: transcript:QX1410.6871.3
1_19772: transcript:QX1410.6872.1
1_19773: transcript:QX1410.6873.1
1_19774: transcript:QX1410.6874.1
1_19775: transcript:QX1410.6874.2
1_19776: transcript:QX1410.6875.1
1_19777: transcript:QX1410.6876.1
1_19778: transcript:QX1410.6877.1
1_19779: transcript:QX1410.6878.1
1_19780: transcript:QX1410.6879.1
1_19781: transcript:QX1410.6880.1
1_19782: transcript:QX1410.6881.1
1_19783: transcript:QX1410.6881.2
1_19784: transcript:QX1410.6881.3
1_19785: transcript:QX1410.6881.4
1_19786: transcript:QX1410.6881.5
1_19787: transcript:QX1410.6881.6
1_19788: transcript:QX1410.6882.1
1_19789: transcript:QX1410.6882.2
1_19790: transcript:QX1410.6883.1
1_19791: transcript:QX1410.6883.2
1_19792: transcript:QX1410.6883.3
1_19793: transcript:QX1410.6884.1
1_19794: transcript:QX1410.6884.2
1_19795: transcript:QX1410.6883.4
1_19796: transcript:QX1410.6885.1
1_19797: transcript:QX1410.6885.2
1_19798: transcript:QX1410.6886.1
1_19799: transcript:QX1410.6887.1
1_19800: transcript:QX1410.6887.2
1_19801: transcript:QX1410.6888.1
1_19802: transcript:QX1410.6889.1
1_19803: transcript:QX1410.6889.2
1_19804: transcript:QX1410.6889.3
1_19805: transcript:QX1410.6890.1
1_19806: transcript:QX1410.6891.1
1_19807: transcript:QX1410.6891.2
1_19808: transcript:QX1410.6892.1
1_19809: transcript:QX1410.6893.1
1_19810: transcript:QX1410.6893.2
1_19811: transcript:QX1410.6894.1
1_19812: transcript:QX1410.6895.1
1_19813: transcript:QX1410.6896.1
1_19814: transcript:QX1410.6897.1
1_19815: transcript:QX1410.6897.2
1_19816: transcript:QX1410.6897.3
1_19817: transcript:QX1410.6897.4
1_19818: transcript:QX1410.6898.1
1_19819: transcript:QX1410.6899.1
1_19820: transcript:QX1410.6899.2
1_19821: transcript:QX1410.6900.1
1_19822: transcript:QX1410.6900.2
1_19823: transcript:QX1410.6901.1
1_19824: transcript:QX1410.6902.1
1_19825: transcript:QX1410.6903.1
1_19826: transcript:QX1410.6904.1
1_19827: transcript:QX1410.6905.1
1_19828: transcript:QX1410.6905.2
1_19829: transcript:QX1410.6906.1
1_19830: transcript:QX1410.6907.1
1_19831: transcript:QX1410.6907.2
1_19832: transcript:QX1410.6908.1
1_19833: transcript:QX1410.6909.1
1_19834: transcript:QX1410.6910.1
1_19835: transcript:QX1410.6911.1
1_19836: transcript:QX1410.6912.1
1_19837: transcript:QX1410.6912.2
1_19838: transcript:QX1410.6912.3
1_19839: transcript:QX1410.6913.1
1_19840: transcript:QX1410.6914.1
1_19841: transcript:QX1410.6915.1
1_19842: transcript:QX1410.6915.2
1_19843: transcript:QX1410.6916.1
1_19844: transcript:QX1410.6917.1
1_19845: transcript:QX1410.6918.1
1_19846: transcript:QX1410.6918.2
1_19847: transcript:QX1410.6919.1
1_19848: transcript:QX1410.6920.1
1_19849: transcript:QX1410.6920.2
1_19850: transcript:QX1410.6921.1
1_19851: transcript:QX1410.6921.2
1_19852: transcript:QX1410.6922.1
1_19853: transcript:QX1410.6922.2
1_19854: transcript:QX1410.6923.1
1_19855: transcript:QX1410.6924.1
1_19856: transcript:QX1410.6924.2
1_19857: transcript:QX1410.6924.3
1_19858: transcript:QX1410.6924.4
1_19859: transcript:QX1410.6925.1
1_19860: transcript:QX1410.6926.1
1_19861: transcript:QX1410.6927.1
1_19862: transcript:QX1410.6927.2
1_19863: transcript:QX1410.6927.3
1_19864: transcript:QX1410.6927.4
1_19865: transcript:QX1410.6928.1
1_19866: transcript:QX1410.6929.1
1_19867: transcript:QX1410.6929.2
1_19868: transcript:QX1410.6930.1
1_19869: transcript:QX1410.6930.2
1_19870: transcript:QX1410.6930.3
1_19871: transcript:QX1410.6930.4
1_19872: transcript:QX1410.6930.5
1_19873: transcript:QX1410.6931.1
1_19874: transcript:QX1410.6931.2
1_19875: transcript:QX1410.6932.1
1_19876: transcript:QX1410.6932.2
1_19877: transcript:QX1410.6932.3
1_19878: transcript:QX1410.6932.4
1_19879: transcript:QX1410.6932.5
1_19880: transcript:QX1410.6932.6
1_19881: transcript:QX1410.6933.1
1_19882: transcript:QX1410.6934.1
1_19883: transcript:QX1410.6935.1
1_19884: transcript:QX1410.6935.2
1_19885: transcript:QX1410.6935.3
1_19886: transcript:QX1410.6936.1
1_19887: transcript:QX1410.6937.1
1_19888: transcript:QX1410.6938.1
1_19889: transcript:QX1410.6939.1
1_19890: transcript:QX1410.6940.1
1_19891: transcript:QX1410.6940.2
1_19892: transcript:QX1410.6941.1
1_19893: transcript:QX1410.6941.2
1_19894: transcript:QX1410.6941.3
1_19895: transcript:QX1410.6942.1
1_19896: transcript:QX1410.6943.1
1_19897: transcript:QX1410.6944.1
1_19898: transcript:QX1410.6944.2
1_19899: transcript:QX1410.6944.3
1_19900: transcript:QX1410.6945.1
1_19901: transcript:QX1410.6946.1
1_19902: transcript:QX1410.6946.2
1_19903: transcript:QX1410.6947.1
1_19904: transcript:QX1410.6948.1
1_19905: transcript:QX1410.6949.1
1_19906: transcript:QX1410.6950.1
1_19907: transcript:QX1410.6951.1
1_19908: transcript:QX1410.6951.2
1_19909: transcript:QX1410.6952.1
1_19910: transcript:QX1410.6952.2
1_19911: transcript:QX1410.6953.1
1_19912: transcript:QX1410.6953.2
1_19913: transcript:QX1410.6954.1
1_19914: transcript:QX1410.6954.2
1_19915: transcript:QX1410.6954.3
1_19916: transcript:QX1410.6954.4
1_19917: transcript:QX1410.6954.5
1_19918: transcript:QX1410.6955.1
1_19919: transcript:QX1410.6956.1
1_19920: transcript:QX1410.6956.2
1_19921: transcript:QX1410.6956.3
1_19922: transcript:QX1410.6957.1
1_19923: transcript:QX1410.6958.1
1_19924: transcript:QX1410.6959.1
1_19925: transcript:QX1410.6960.1
1_19926: transcript:QX1410.6961.1
1_19927: transcript:QX1410.6962.1
1_19928: transcript:QX1410.6962.2
1_19929: transcript:QX1410.6963.1
1_19930: transcript:QX1410.6964.1
1_19931: transcript:QX1410.6964.2
1_19932: transcript:QX1410.6964.3
1_19933: transcript:QX1410.6965.1
1_19934: transcript:QX1410.6966.1
1_19935: transcript:QX1410.6966.2
1_19936: transcript:QX1410.6967.1
1_19937: transcript:QX1410.6968.1
1_19938: transcript:QX1410.6969.1
1_19939: transcript:QX1410.6969.2
1_19940: transcript:QX1410.6970.1
1_19941: transcript:QX1410.6970.2
1_19942: transcript:QX1410.6970.3
1_19943: transcript:QX1410.6970.4
1_19944: transcript:QX1410.6970.5
1_19945: transcript:QX1410.6971.1
1_19946: transcript:QX1410.6972.1
1_19947: transcript:QX1410.6973.1
1_19948: transcript:QX1410.6974.1
1_19949: transcript:QX1410.6975.1
1_19950: transcript:QX1410.6976.1
1_19951: transcript:QX1410.6976.2
1_19952: transcript:QX1410.6976.3
1_19953: transcript:QX1410.6977.1
1_19954: transcript:QX1410.6977.2
1_19955: transcript:QX1410.6978.1
1_19956: transcript:QX1410.6979.1
1_19957: transcript:QX1410.6979.2
1_19958: transcript:QX1410.6980.1
1_19959: transcript:QX1410.6981.1
1_19960: transcript:QX1410.6981.2
1_19961: transcript:QX1410.6981.3
1_19962: transcript:QX1410.6981.4
1_19963: transcript:QX1410.6982.1
1_19964: transcript:QX1410.6982.2
1_19965: transcript:QX1410.6983.1
1_19966: transcript:QX1410.6983.2
1_19967: transcript:QX1410.6983.3
1_19968: transcript:QX1410.6984.1
1_19969: transcript:QX1410.6984.2
1_19970: transcript:QX1410.6985.1
1_19971: transcript:QX1410.6986.1
1_19972: transcript:QX1410.6986.2
1_19973: transcript:QX1410.6987.1
1_19974: transcript:QX1410.6987.2
1_19975: transcript:QX1410.6988.1
1_19976: transcript:QX1410.6988.2
1_19977: transcript:QX1410.6989.1
1_19978: transcript:QX1410.6989.2
1_19979: transcript:QX1410.6990.1
1_19980: transcript:QX1410.6991.1
1_19981: transcript:QX1410.6991.2
1_19982: transcript:QX1410.6991.3
1_19983: transcript:QX1410.6992.1
1_19984: transcript:QX1410.6993.1
1_19985: transcript:QX1410.6993.2
1_19986: transcript:QX1410.6994.1
1_19987: transcript:QX1410.6995.1
1_19988: transcript:QX1410.6995.2
1_19989: transcript:QX1410.6995.3
1_19990: transcript:QX1410.6996.1
1_19991: transcript:QX1410.6997.1
1_19992: transcript:QX1410.6998.1
1_19993: transcript:QX1410.6998.2
1_19994: transcript:QX1410.6999.1
1_19995: transcript:QX1410.7000.1
1_19996: transcript:QX1410.7000.2
1_19997: transcript:QX1410.7000.3
1_19998: transcript:QX1410.7001.1
1_19999: transcript:QX1410.7000.4
1_20000: transcript:QX1410.7000.5
1_20001: transcript:QX1410.7000.6
1_20002: transcript:QX1410.7000.7
1_20003: transcript:QX1410.7002.1
1_20004: transcript:QX1410.7003.1
1_20005: transcript:QX1410.7003.2
1_20006: transcript:QX1410.7004.1
1_20007: transcript:QX1410.7005.1
1_20008: transcript:QX1410.7006.1
1_20009: transcript:QX1410.7007.1
1_20010: transcript:QX1410.7007.2
1_20011: transcript:QX1410.7008.1
1_20012: transcript:QX1410.7009.1
1_20013: transcript:QX1410.7010.1
1_20014: transcript:QX1410.7010.2
1_20015: transcript:QX1410.7011.1
1_20016: transcript:QX1410.7012.1
1_20017: transcript:QX1410.7013.1
1_20018: transcript:QX1410.7014.1
1_20019: transcript:QX1410.7015.1
1_20020: transcript:QX1410.7016.1
1_20021: transcript:QX1410.7017.1
1_20022: transcript:QX1410.7018.1
1_20023: transcript:QX1410.7019.1
1_20024: transcript:QX1410.7020.1
1_20025: transcript:QX1410.7020.2
1_20026: transcript:QX1410.7020.3
1_20027: transcript:QX1410.7021.1
1_20028: transcript:QX1410.7021.2
1_20029: transcript:QX1410.7022.1
1_20030: transcript:QX1410.7022.2
1_20031: transcript:QX1410.7023.1
1_20032: transcript:QX1410.7024.1
1_20033: transcript:QX1410.7025.1
1_20034: transcript:QX1410.7025.2
1_20035: transcript:QX1410.7026.1
1_20036: transcript:QX1410.7027.1
1_20037: transcript:QX1410.7028.1
1_20038: transcript:QX1410.7029.1
1_20039: transcript:QX1410.7029.2
1_20040: transcript:QX1410.7030.1
1_20041: transcript:QX1410.7030.2
1_20042: transcript:QX1410.7030.3
1_20043: transcript:QX1410.7029.3
1_20044: transcript:QX1410.7029.4
1_20045: transcript:QX1410.7031.1
1_20046: transcript:QX1410.7031.2
1_20047: transcript:QX1410.7032.1
1_20048: transcript:QX1410.7032.2
1_20049: transcript:QX1410.7033.1
1_20050: transcript:QX1410.7033.2
1_20051: transcript:QX1410.7034.1
1_20052: transcript:QX1410.7034.2
1_20053: transcript:QX1410.7034.3
1_20054: transcript:QX1410.7034.4
1_20055: transcript:QX1410.7035.1
1_20056: transcript:QX1410.7035.2
1_20057: transcript:QX1410.7036.1
1_20058: transcript:QX1410.7036.2
1_20059: transcript:QX1410.7037.1
1_20060: transcript:QX1410.7038.1
1_20061: transcript:QX1410.7038.2
1_20062: transcript:QX1410.7039.1
1_20063: transcript:QX1410.7040.1
1_20064: transcript:QX1410.7040.2
1_20065: transcript:QX1410.7040.3
1_20066: transcript:QX1410.7040.4
1_20067: transcript:QX1410.7040.5
1_20068: transcript:QX1410.7040.6
1_20069: transcript:QX1410.7041.1
1_20070: transcript:QX1410.7042.1
1_20071: transcript:QX1410.7043.1
1_20072: transcript:QX1410.7044.1
1_20073: transcript:QX1410.7045.1
1_20074: transcript:QX1410.7046.1
1_20075: transcript:QX1410.7047.1
1_20076: transcript:QX1410.7047.2
1_20077: transcript:QX1410.7047.3
1_20078: transcript:QX1410.7048.1
1_20079: transcript:QX1410.7049.1
1_20080: transcript:QX1410.7050.1
1_20081: transcript:QX1410.7051.1
1_20082: transcript:QX1410.7051.2
1_20083: transcript:QX1410.7052.1
1_20084: transcript:QX1410.7053.1
1_20085: transcript:QX1410.7053.2
1_20086: transcript:QX1410.7054.1
1_20087: transcript:QX1410.7054.2
1_20088: transcript:QX1410.7055.1
1_20089: transcript:QX1410.7056.1
1_20090: transcript:QX1410.7056.2
1_20091: transcript:QX1410.7056.3
1_20092: transcript:QX1410.7057.1
1_20093: transcript:QX1410.7057.2
1_20094: transcript:QX1410.7058.1
1_20095: transcript:QX1410.7058.2
1_20096: transcript:QX1410.7058.3
1_20097: transcript:QX1410.7059.1
1_20098: transcript:QX1410.7059.2
1_20099: transcript:QX1410.7060.1
1_20100: transcript:QX1410.7060.2
1_20101: transcript:QX1410.7061.1
1_20102: transcript:QX1410.7062.1
1_20103: transcript:QX1410.7062.2
1_20104: transcript:QX1410.7063.1
1_20105: transcript:QX1410.7064.1
1_20106: transcript:QX1410.7064.2
1_20107: transcript:QX1410.7065.1
1_20108: transcript:QX1410.7065.2
1_20109: transcript:QX1410.7066.1
1_20110: transcript:QX1410.7067.1
1_20111: transcript:QX1410.7068.1
1_20112: transcript:QX1410.7068.2
1_20113: transcript:QX1410.7068.3
1_20114: transcript:QX1410.7068.4
1_20115: transcript:QX1410.7069.1
1_20116: transcript:QX1410.7070.1
1_20117: transcript:QX1410.7070.2
1_20118: transcript:QX1410.7071.1
1_20119: transcript:QX1410.7071.2
1_20120: transcript:QX1410.7070.3
1_20121: transcript:QX1410.7070.4
1_20122: transcript:QX1410.7072.1
1_20123: transcript:QX1410.7072.2
1_20124: transcript:QX1410.7073.1
1_20125: transcript:QX1410.7074.1
1_20126: transcript:QX1410.7075.1
1_20127: transcript:QX1410.7075.2
1_20128: transcript:QX1410.7076.1
1_20129: transcript:QX1410.7077.1
1_20130: transcript:QX1410.7078.1
1_20131: transcript:QX1410.7078.2
1_20132: transcript:QX1410.7079.1
1_20133: transcript:QX1410.7079.2
1_20134: transcript:QX1410.7080.1
1_20135: transcript:QX1410.7080.2
1_20136: transcript:QX1410.7081.1
1_20137: transcript:QX1410.7081.2
1_20138: transcript:QX1410.7082.1
1_20139: transcript:QX1410.7083.1
1_20140: transcript:QX1410.7084.1
1_20141: transcript:QX1410.7084.2
1_20142: transcript:QX1410.7084.3
1_20143: transcript:QX1410.7084.4
1_20144: transcript:QX1410.7085.1
1_20145: transcript:QX1410.7085.2
1_20146: transcript:QX1410.7086.1
1_20147: transcript:QX1410.7087.1
1_20148: transcript:QX1410.7088.1
1_20149: transcript:QX1410.7089.1
1_20150: transcript:QX1410.7090.1
1_20151: transcript:QX1410.7091.1
1_20152: transcript:QX1410.7091.2
1_20153: transcript:QX1410.7091.3
1_20154: transcript:QX1410.7092.1
1_20155: transcript:QX1410.7093.1
1_20156: transcript:QX1410.7092.2
1_20157: transcript:QX1410.7092.3
1_20158: transcript:QX1410.7094.1
1_20159: transcript:QX1410.7094.2
1_20160: transcript:QX1410.7095.1
1_20161: transcript:QX1410.7096.1
1_20162: transcript:QX1410.7096.2
1_20163: transcript:QX1410.7097.1
1_20164: transcript:QX1410.7097.2
1_20165: transcript:QX1410.7098.1
1_20166: transcript:QX1410.7098.2
1_20167: transcript:QX1410.7098.3
1_20168: transcript:QX1410.7099.1
1_20169: transcript:QX1410.7099.2
1_20170: transcript:QX1410.7099.3
1_20171: transcript:QX1410.7099.4
1_20172: transcript:QX1410.7099.5
1_20173: transcript:QX1410.7099.6
1_20174: transcript:QX1410.7099.7
1_20175: transcript:QX1410.7099.8
1_20176: transcript:QX1410.7100.1
1_20177: transcript:QX1410.7100.2
1_20178: transcript:QX1410.7101.1
1_20179: transcript:QX1410.7101.2
1_20180: transcript:QX1410.7101.3
1_20181: transcript:QX1410.7102.1
1_20182: transcript:QX1410.7103.1
1_20183: transcript:QX1410.7103.2
1_20184: transcript:QX1410.7103.3
1_20185: transcript:QX1410.7103.4
1_20186: transcript:QX1410.7103.5
1_20187: transcript:QX1410.7104.1
1_20188: transcript:QX1410.7103.6
1_20189: transcript:QX1410.7105.1
1_20190: transcript:QX1410.7106.1
1_20191: transcript:QX1410.7106.2
1_20192: transcript:QX1410.7106.3
1_20193: transcript:QX1410.7107.1
1_20194: transcript:QX1410.7108.1
1_20195: transcript:QX1410.7109.1
1_20196: transcript:QX1410.7109.2
1_20197: transcript:QX1410.7110.1
1_20198: transcript:QX1410.7110.2
1_20199: transcript:QX1410.7111.1
1_20200: transcript:QX1410.7112.1
1_20201: transcript:QX1410.7113.1
1_20202: transcript:QX1410.7114.1
1_20203: transcript:QX1410.7115.1
1_20204: transcript:QX1410.7116.1
1_20205: transcript:QX1410.7117.1
1_20206: transcript:QX1410.7117.2
1_20207: transcript:QX1410.7117.3
1_20208: transcript:QX1410.7118.1
1_20209: transcript:QX1410.7119.1
1_20210: transcript:QX1410.7119.2
1_20211: transcript:QX1410.7120.1
1_20212: transcript:QX1410.7120.2
1_20213: transcript:QX1410.7121.1
1_20214: transcript:QX1410.7122.1
1_20215: transcript:QX1410.7122.2
1_20216: transcript:QX1410.7123.1
1_20217: transcript:QX1410.7123.2
1_20218: transcript:QX1410.7124.1
1_20219: transcript:QX1410.7124.2
1_20220: transcript:QX1410.7124.3
1_20221: transcript:QX1410.7125.1
1_20222: transcript:QX1410.7125.2
1_20223: transcript:QX1410.7125.3
1_20224: transcript:QX1410.7126.1
1_20225: transcript:QX1410.7126.2
1_20226: transcript:QX1410.7126.3
1_20227: transcript:QX1410.7126.4
1_20228: transcript:QX1410.7126.5
1_20229: transcript:QX1410.7127.1
1_20230: transcript:QX1410.7128.1
1_20231: transcript:QX1410.7129.1
1_20232: transcript:QX1410.7129.2
1_20233: transcript:QX1410.7130.1
1_20234: transcript:QX1410.7131.1
1_20235: transcript:QX1410.7132.1
1_20236: transcript:QX1410.7132.2
1_20237: transcript:QX1410.7133.1
1_20238: transcript:QX1410.7134.1
1_20239: transcript:QX1410.7135.1
1_20240: transcript:QX1410.7136.1
1_20241: transcript:QX1410.7137.1
1_20242: transcript:QX1410.7137.2
1_20243: transcript:QX1410.7137.3
1_20244: transcript:QX1410.7138.1
1_20245: transcript:QX1410.7139.1
1_20246: transcript:QX1410.7140.1
1_20247: transcript:QX1410.7140.2
1_20248: transcript:QX1410.7140.3
