0_0: transcript:chrIII_pilon.g6684
1_12015: transcript:CTROP-g6469
1_12016: transcript:CTROP-g6470
1_12017: transcript:CTROP-g6471
1_12018: transcript:CTROP-g6472
1_12019: transcript:CTROP-g6473
1_12020: transcript:CTROP-g6474
1_12021: transcript:CTROP-g6475
1_12022: transcript:CTROP-g6476
1_12023: transcript:CTROP-g6477
1_12024: transcript:CTROP-g6478
1_12025: transcript:CTROP-g6479
1_12026: transcript:CTROP-g6480
1_12027: transcript:CTROP-g6481
1_12028: transcript:CTROP-g6482
1_12029: transcript:CTROP-g6483
1_12030: transcript:CTROP-g6484
1_12031: transcript:CTROP-g6485
1_12032: transcript:CTROP-g6486
1_12033: transcript:CTROP-g6487
1_12034: transcript:CTROP-g6488
1_12035: transcript:CTROP-g6489
1_12036: transcript:CTROP-g6490
1_12037: transcript:CTROP-g6491
1_12038: transcript:CTROP-g6492
1_12039: transcript:CTROP-g6493
1_12040: transcript:CTROP-g6494
1_12041: transcript:CTROP-g6495
1_12042: transcript:CTROP-g6496
1_12043: transcript:CTROP-g6497
1_12044: transcript:CTROP-g6498
1_12045: transcript:CTROP-g6499
1_12046: transcript:CTROP-g6500
1_12047: transcript:CTROP-g6501
1_12048: transcript:CTROP-g6502
1_12049: transcript:CTROP-g6503
1_12050: transcript:CTROP-g6504
1_12051: transcript:CTROP-g6505
1_12052: transcript:CTROP-g6506
1_12053: transcript:CTROP-g6507
1_12054: transcript:CTROP-g6508
1_12055: transcript:CTROP-g6509
1_12056: transcript:CTROP-g6511
1_12057: transcript:CTROP-g6512
1_12058: transcript:CTROP-g6513
1_12059: transcript:CTROP-g6510
1_12060: transcript:CTROP-g6514
1_12061: transcript:CTROP-g6515
1_12062: transcript:CTROP-g6516
1_12063: transcript:CTROP-g6517
1_12064: transcript:CTROP-g6518
1_12065: transcript:CTROP-g6519
1_12066: transcript:CTROP-g6520
1_12067: transcript:CTROP-g6521
1_12068: transcript:CTROP-g6522
1_12069: transcript:CTROP-g6523
1_12070: transcript:CTROP-g6524
1_12071: transcript:CTROP-g6525
1_12072: transcript:CTROP-g6526
1_12073: transcript:CTROP-g6527
1_12074: transcript:CTROP-g6528
1_12075: transcript:CTROP-g6529
1_12076: transcript:CTROP-g6530
1_12077: transcript:CTROP-g6531
1_12078: transcript:CTROP-g6532
1_12079: transcript:CTROP-g6533
1_12080: transcript:CTROP-g6534
1_12081: transcript:CTROP-g6535
1_12082: transcript:CTROP-g6536
1_12083: transcript:CTROP-g6537
1_12084: transcript:CTROP-g6538
1_12085: transcript:CTROP-g6539
1_12086: transcript:CTROP-g6540
1_12087: transcript:CTROP-g6541
1_12088: transcript:CTROP-g6542
1_12089: transcript:CTROP-g6543
1_12090: transcript:CTROP-g6544
1_12091: transcript:CTROP-g6545
1_12092: transcript:CTROP-g6546
1_12093: transcript:CTROP-g6547
1_12094: transcript:CTROP-g6548
1_12095: transcript:CTROP-g6549
1_12096: transcript:CTROP-g6550
1_12097: transcript:CTROP-g6551
1_12098: transcript:CTROP-g6552
1_12099: transcript:CTROP-g6553
1_12100: transcript:CTROP-g6554
1_12101: transcript:CTROP-g6555
1_12102: transcript:CTROP-g6556
1_12103: transcript:CTROP-g6557
1_12104: transcript:CTROP-g6558
1_12105: transcript:CTROP-g6559
1_12106: transcript:CTROP-g6560
1_12107: transcript:CTROP-g6561
1_12108: transcript:CTROP-g6562
1_12109: transcript:CTROP-g6563
1_12110: transcript:CTROP-g6564
1_12111: transcript:CTROP-g6565
1_12112: transcript:CTROP-g6566
1_12113: transcript:CTROP-g6567
1_12114: transcript:CTROP-g6568
1_12115: transcript:CTROP-g6569
1_12116: transcript:CTROP-g6570
1_12117: transcript:CTROP-g6571
1_12118: transcript:CTROP-g6572
1_12119: transcript:CTROP-g6573
1_12120: transcript:CTROP-g6574
1_12121: transcript:CTROP-g6575
1_12122: transcript:CTROP-g6576
1_12123: transcript:CTROP-g6577
1_12124: transcript:CTROP-g6578
1_12125: transcript:CTROP-g6579
1_12126: transcript:CTROP-g6580
1_12127: transcript:CTROP-g6581
1_12128: transcript:CTROP-g6582
1_12129: transcript:CTROP-g6583
1_12130: transcript:CTROP-g6584
1_12131: transcript:CTROP-g6585
1_12132: transcript:CTROP-g6586
1_12133: transcript:CTROP-g6587
1_12134: transcript:CTROP-g6588
1_12135: transcript:CTROP-g6589
1_12136: transcript:CTROP-g6590
1_12137: transcript:CTROP-g6591
1_12138: transcript:CTROP-g6592
1_12139: transcript:CTROP-g6593
1_12140: transcript:CTROP-g6594
1_12141: transcript:CTROP-g6595
1_12142: transcript:CTROP-g6596
1_12143: transcript:CTROP-g6597
1_12144: transcript:CTROP-g6598
1_12145: transcript:CTROP-g6599
1_12146: transcript:CTROP-g6600
1_12147: transcript:CTROP-g6601
1_12148: transcript:CTROP-g6602
1_12149: transcript:CTROP-g6603
1_12150: transcript:CTROP-g6604
1_12151: transcript:CTROP-g6605
1_12152: transcript:CTROP-g6606
1_12153: transcript:CTROP-g6607
1_12154: transcript:CTROP-g6608
1_12155: transcript:CTROP-g6609
1_12156: transcript:CTROP-g6610
1_12157: transcript:CTROP-g6611
1_12158: transcript:CTROP-g6612
1_12159: transcript:CTROP-g6613
1_12160: transcript:CTROP-g6614
1_12161: transcript:CTROP-g6615
1_12162: transcript:CTROP-g6616
1_12163: transcript:CTROP-g6617
1_12164: transcript:CTROP-g6618
1_12165: transcript:CTROP-g6619
1_12166: transcript:CTROP-g6620
1_12167: transcript:CTROP-g6621
1_12168: transcript:CTROP-g6622
1_12169: transcript:CTROP-g6623
1_12170: transcript:CTROP-g6624
1_12171: transcript:CTROP-g6625
1_12172: transcript:CTROP-g6626
1_12173: transcript:CTROP-g6627
1_12174: transcript:CTROP-g6628
1_12175: transcript:CTROP-g6629
1_12176: transcript:CTROP-g6630
1_12177: transcript:CTROP-g6631
1_12178: transcript:CTROP-g6632
1_12179: transcript:CTROP-g6633
1_12180: transcript:CTROP-g6634
1_12181: transcript:CTROP-g6635
1_12182: transcript:CTROP-g6636
1_12183: transcript:CTROP-g6637
1_12184: transcript:CTROP-g6638
1_12185: transcript:CTROP-g6639
1_12186: transcript:CTROP-g6640
1_12187: transcript:CTROP-g6641
1_12188: transcript:CTROP-g6642
1_12189: transcript:CTROP-g6643
1_12190: transcript:CTROP-g6644
1_12191: transcript:CTROP-g6645
1_12192: transcript:CTROP-g6646
1_12193: transcript:CTROP-g6647
1_12194: transcript:CTROP-g6648
1_12195: transcript:CTROP-g6649
1_12196: transcript:CTROP-g6650
1_12197: transcript:CTROP-g6651
1_12198: transcript:CTROP-g6652
1_12199: transcript:CTROP-g6653
1_12200: transcript:CTROP-g6654
1_12201: transcript:CTROP-g6655
1_12202: transcript:CTROP-g6656
1_12203: transcript:CTROP-g6657
1_12204: transcript:CTROP-g6658
1_12205: transcript:CTROP-g6659
1_12206: transcript:CTROP-g6660
1_12207: transcript:CTROP-g6661
1_12208: transcript:CTROP-g6662
1_12209: transcript:CTROP-g6663
1_12210: transcript:CTROP-g6664
1_12211: transcript:CTROP-g6665
1_12212: transcript:CTROP-g6666
1_12213: transcript:CTROP-g6667
1_12214: transcript:CTROP-g6668
1_12215: transcript:CTROP-g6669
1_12216: transcript:CTROP-g6670
1_12217: transcript:CTROP-g6671
1_12218: transcript:CTROP-g6672
1_12219: transcript:CTROP-g6673
1_12220: transcript:CTROP-g6674
1_12221: transcript:CTROP-g6675
1_12222: transcript:CTROP-g6676
1_12223: transcript:CTROP-g6677
1_12224: transcript:CTROP-g6678
1_12225: transcript:CTROP-g6679
1_12226: transcript:CTROP-g6680
1_12227: transcript:CTROP-g6681
1_12228: transcript:CTROP-g6682
1_12229: transcript:CTROP-g6683
1_12230: transcript:CTROP-g6684
1_12231: transcript:CTROP-g6685
1_12232: transcript:CTROP-g6686
1_12233: transcript:CTROP-g6687
1_12234: transcript:CTROP-g6688
1_12235: transcript:CTROP-g6689
1_12236: transcript:CTROP-g6690
1_12237: transcript:CTROP-g6691
1_12238: transcript:CTROP-g6692
1_12239: transcript:CTROP-g6693
1_12240: transcript:CTROP-g6694
1_12241: transcript:CTROP-g6695
1_12242: transcript:CTROP-g6696
1_12243: transcript:CTROP-g6697
1_12244: transcript:CTROP-g6698
1_12245: transcript:CTROP-g6700
1_12246: transcript:CTROP-g6699
1_12247: transcript:CTROP-g6701
1_12248: transcript:CTROP-g6702
1_12249: transcript:CTROP-g6703
1_12250: transcript:CTROP-g6704
1_12251: transcript:CTROP-g6705
1_12252: transcript:CTROP-g6706
1_12253: transcript:CTROP-g6707
1_12254: transcript:CTROP-g6708
1_12255: transcript:CTROP-g6709
1_12256: transcript:CTROP-g6710
1_12257: transcript:CTROP-g6711
1_12258: transcript:CTROP-g6712
1_12259: transcript:CTROP-g6713
1_12260: transcript:CTROP-g6714
1_12261: transcript:CTROP-g6715
1_12262: transcript:CTROP-g6716
1_12263: transcript:CTROP-g6717
1_12264: transcript:CTROP-g6718
1_12265: transcript:CTROP-g6719
1_12266: transcript:CTROP-g6720
1_12267: transcript:CTROP-g6721
1_12268: transcript:CTROP-g6722
1_12269: transcript:CTROP-g6723
1_12270: transcript:CTROP-g6724
1_12271: transcript:CTROP-g6725
1_12272: transcript:CTROP-g6726
1_12273: transcript:CTROP-g6727
1_12274: transcript:CTROP-g6728
1_12275: transcript:CTROP-g6729
1_12276: transcript:CTROP-g6730
1_12277: transcript:CTROP-g6731
1_12278: transcript:CTROP-g6732
1_12279: transcript:CTROP-g6733
1_12280: transcript:CTROP-g6734
1_12281: transcript:CTROP-g6735
1_12282: transcript:CTROP-g6736
1_12283: transcript:CTROP-g6737
1_12284: transcript:CTROP-g6738
1_12285: transcript:CTROP-g6739
1_12286: transcript:CTROP-g6740
1_12287: transcript:CTROP-g6741
1_12288: transcript:CTROP-g6743
1_12289: transcript:CTROP-g6742
1_12290: transcript:CTROP-g6744
1_12291: transcript:CTROP-g6745
1_12292: transcript:CTROP-g6746
1_12293: transcript:CTROP-g6747
1_12294: transcript:CTROP-g6748
1_12295: transcript:CTROP-g6749
1_12296: transcript:CTROP-g6750
1_12297: transcript:CTROP-g6751
1_12298: transcript:CTROP-g6752
1_12299: transcript:CTROP-g6753
1_12300: transcript:CTROP-g6754
1_12301: transcript:CTROP-g6755
1_12302: transcript:CTROP-g6756
1_12303: transcript:CTROP-g6757
1_12304: transcript:CTROP-g6758
1_12305: transcript:CTROP-g6759
1_12306: transcript:CTROP-g6760
1_12307: transcript:CTROP-g6761
1_12308: transcript:CTROP-g6762
1_12309: transcript:CTROP-g6763
1_12310: transcript:CTROP-g6764
1_12311: transcript:CTROP-g6765
1_12312: transcript:CTROP-g6766
1_12313: transcript:CTROP-g6767
1_12314: transcript:CTROP-g6768
1_12315: transcript:CTROP-g6769
1_12316: transcript:CTROP-g6770
1_12317: transcript:CTROP-g6771
1_12318: transcript:CTROP-g6772
1_12319: transcript:CTROP-g6773
1_12320: transcript:CTROP-g6774
1_12321: transcript:CTROP-g6775
1_12322: transcript:CTROP-g6783
1_12323: transcript:CTROP-g6784
1_12324: transcript:CTROP-g6785
1_12325: transcript:CTROP-g6776
1_12326: transcript:CTROP-g6777
1_12327: transcript:CTROP-g6778
1_12328: transcript:CTROP-g6779
1_12329: transcript:CTROP-g6780
1_12330: transcript:CTROP-g6781
1_12331: transcript:CTROP-g6782
1_12332: transcript:CTROP-g6786
1_12333: transcript:CTROP-g6787
1_12334: transcript:CTROP-g6788
1_12335: transcript:CTROP-g6789
1_12336: transcript:CTROP-g6790
1_12337: transcript:CTROP-g6791
1_12338: transcript:CTROP-g6792
1_12339: transcript:CTROP-g6793
1_12340: transcript:CTROP-g6794
1_12341: transcript:CTROP-g6795
1_12342: transcript:CTROP-g6796
1_12343: transcript:CTROP-g6797
1_12344: transcript:CTROP-g6798
1_12345: transcript:CTROP-g6799
1_12346: transcript:CTROP-g6800
1_12347: transcript:CTROP-g6801
1_12348: transcript:CTROP-g6802
1_12349: transcript:CTROP-g6803
1_12350: transcript:CTROP-g6804
1_12351: transcript:CTROP-g6805
1_12352: transcript:CTROP-g6806
1_12353: transcript:CTROP-g6807
1_12354: transcript:CTROP-g6808
1_12355: transcript:CTROP-g6809
1_12356: transcript:CTROP-g6810
1_12357: transcript:CTROP-g6811
1_12358: transcript:CTROP-g6812
1_12359: transcript:CTROP-g6813
1_12360: transcript:CTROP-g6814
1_12361: transcript:CTROP-g6815
1_12362: transcript:CTROP-g6816
1_12363: transcript:CTROP-g6817
1_12364: transcript:CTROP-g6818
1_12365: transcript:CTROP-g6819
1_12366: transcript:CTROP-g6820
1_12367: transcript:CTROP-g6821
1_12368: transcript:CTROP-g6822
1_12369: transcript:CTROP-g6823
1_12370: transcript:CTROP-g6824
1_12371: transcript:CTROP-g6825
1_12372: transcript:CTROP-g6826
1_12373: transcript:CTROP-g6827
1_12374: transcript:CTROP-g6828
1_12375: transcript:CTROP-g6829
1_12376: transcript:CTROP-g6830
1_12377: transcript:CTROP-g6831
1_12378: transcript:CTROP-g6832
1_12379: transcript:CTROP-g6833
1_12380: transcript:CTROP-g6834
1_12381: transcript:CTROP-g6835
1_12382: transcript:CTROP-g6836
1_12383: transcript:CTROP-g6837
1_12384: transcript:CTROP-g6838
1_12385: transcript:CTROP-g6839
1_12386: transcript:CTROP-g6840
1_12387: transcript:CTROP-g6841
1_12388: transcript:CTROP-g6842
1_12389: transcript:CTROP-g6843
1_12390: transcript:CTROP-g6845
1_12391: transcript:CTROP-g6844
1_12392: transcript:CTROP-g6846
1_12393: transcript:CTROP-g6847
1_12394: transcript:CTROP-g6848
1_12395: transcript:CTROP-g6849
1_12396: transcript:CTROP-g6850
1_12397: transcript:CTROP-g6851
1_12398: transcript:CTROP-g6852
1_12399: transcript:CTROP-g6853
1_12400: transcript:CTROP-g6854
1_12401: transcript:CTROP-g6855
1_12402: transcript:CTROP-g6856
1_12403: transcript:CTROP-g6857
1_12404: transcript:CTROP-g6858
1_12405: transcript:CTROP-g6859
1_12406: transcript:CTROP-g6860
1_12407: transcript:CTROP-g6861
1_12408: transcript:CTROP-g6862
1_12409: transcript:CTROP-g6863
1_12410: transcript:CTROP-g6864
1_12411: transcript:CTROP-g6865
1_12412: transcript:CTROP-g6866
1_12413: transcript:CTROP-g6867
1_12414: transcript:CTROP-g6868
1_12415: transcript:CTROP-g6869
1_12416: transcript:CTROP-g6870
1_12417: transcript:CTROP-g6871
1_12418: transcript:CTROP-g6872
1_12419: transcript:CTROP-g6873
1_12420: transcript:CTROP-g6874
1_12421: transcript:CTROP-g6875
1_12422: transcript:CTROP-g6876
1_12423: transcript:CTROP-g6877
1_12424: transcript:CTROP-g6878
1_12425: transcript:CTROP-g6879
1_12426: transcript:CTROP-g6880
1_12427: transcript:CTROP-g6881
1_12428: transcript:CTROP-g6882
1_12429: transcript:CTROP-g6883
1_12430: transcript:CTROP-g6884
1_12431: transcript:CTROP-g6885
1_12432: transcript:CTROP-g6886
1_12433: transcript:CTROP-g6887
1_12434: transcript:CTROP-g6888
1_12435: transcript:CTROP-g6889
1_12436: transcript:CTROP-g6890
1_12437: transcript:CTROP-g6891
1_12438: transcript:CTROP-g6892
1_12439: transcript:CTROP-g6893
1_12440: transcript:CTROP-g6894
1_12441: transcript:CTROP-g6895
1_12442: transcript:CTROP-g6896
1_12443: transcript:CTROP-g6897
1_12444: transcript:CTROP-g6898
1_12445: transcript:CTROP-g6899
1_12446: transcript:CTROP-g6900
1_12447: transcript:CTROP-g6901
1_12448: transcript:CTROP-g6902
1_12449: transcript:CTROP-g6903
1_12450: transcript:CTROP-g6904
1_12451: transcript:CTROP-g6905
1_12452: transcript:CTROP-g6906
1_12453: transcript:CTROP-g6907
1_12454: transcript:CTROP-g6909
1_12455: transcript:CTROP-g6908
1_12456: transcript:CTROP-g6910
1_12457: transcript:CTROP-g6911
1_12458: transcript:CTROP-g6912
1_12459: transcript:CTROP-g6913
1_12460: transcript:CTROP-g6914
1_12461: transcript:CTROP-g6915
1_12462: transcript:CTROP-g6916
1_12463: transcript:CTROP-g6917
1_12464: transcript:CTROP-g6918
1_12465: transcript:CTROP-g6919
1_12466: transcript:CTROP-g6920
1_12467: transcript:CTROP-g6921
1_12468: transcript:CTROP-g6922
1_12469: transcript:CTROP-g6923
1_12470: transcript:CTROP-g6924
1_12471: transcript:CTROP-g6925
1_12472: transcript:CTROP-g6926
1_12473: transcript:CTROP-g6927
1_12474: transcript:CTROP-g6928
1_12475: transcript:CTROP-g6929
1_12476: transcript:CTROP-g6930
1_12477: transcript:CTROP-g6931
1_12478: transcript:CTROP-g6932
1_12479: transcript:CTROP-g6933
1_12480: transcript:CTROP-g6934
1_12481: transcript:CTROP-g6935
1_12482: transcript:CTROP-g6936
1_12483: transcript:CTROP-g6937
1_12484: transcript:CTROP-g6938
1_12485: transcript:CTROP-g6942
1_12486: transcript:CTROP-g6939
1_12487: transcript:CTROP-g6940
1_12488: transcript:CTROP-g6941
1_12489: transcript:CTROP-g6943
1_12490: transcript:CTROP-g6944
1_12491: transcript:CTROP-g6945
1_12492: transcript:CTROP-g6946
1_12493: transcript:CTROP-g6947
1_12494: transcript:CTROP-g6948
1_12495: transcript:CTROP-g6949
1_12496: transcript:CTROP-g6950
1_12497: transcript:CTROP-g6951
1_12498: transcript:CTROP-g6952
1_12499: transcript:CTROP-g6953
1_12500: transcript:CTROP-g6954
1_12501: transcript:CTROP-g6955
1_12502: transcript:CTROP-g6956
1_12503: transcript:CTROP-g6959
1_12504: transcript:CTROP-g6957
1_12505: transcript:CTROP-g6958
1_12506: transcript:CTROP-g6960
1_12507: transcript:CTROP-g6961
1_12508: transcript:CTROP-g6962
1_12509: transcript:CTROP-g6963
1_12510: transcript:CTROP-g6964
1_12511: transcript:CTROP-g6965
1_12512: transcript:CTROP-g6966
1_12513: transcript:CTROP-g6967
1_12514: transcript:CTROP-g6968
1_12515: transcript:CTROP-g6969
1_12516: transcript:CTROP-g6970
1_12517: transcript:CTROP-g6971
1_12518: transcript:CTROP-g6972
1_12519: transcript:CTROP-g6973
1_12520: transcript:CTROP-g6974
1_12521: transcript:CTROP-g6975
1_12522: transcript:CTROP-g6976
1_12523: transcript:CTROP-g6977
1_12524: transcript:CTROP-g6978
1_12525: transcript:CTROP-g6979
1_12526: transcript:CTROP-g6980
1_12527: transcript:CTROP-g6981
1_12528: transcript:CTROP-g6982
1_12529: transcript:CTROP-g6983
1_12530: transcript:CTROP-g6984
1_12531: transcript:CTROP-g6986
1_12532: transcript:CTROP-g6985
1_12533: transcript:CTROP-g6987
1_12534: transcript:CTROP-g6988
1_12535: transcript:CTROP-g6989
1_12536: transcript:CTROP-g6990
1_12537: transcript:CTROP-g6991
1_12538: transcript:CTROP-g6992
1_12539: transcript:CTROP-g6993
1_12540: transcript:CTROP-g6994
1_12541: transcript:CTROP-g6995
1_12542: transcript:CTROP-g6996
1_12543: transcript:CTROP-g6997
1_12544: transcript:CTROP-g6998
1_12545: transcript:CTROP-g6999
1_12546: transcript:CTROP-g7000
1_12547: transcript:CTROP-g7001
1_12548: transcript:CTROP-g7002
1_12549: transcript:CTROP-g7003
1_12550: transcript:CTROP-g7004
1_12551: transcript:CTROP-g7005
1_12552: transcript:CTROP-g7006
1_12553: transcript:CTROP-g7007
1_12554: transcript:CTROP-g7008
1_12555: transcript:CTROP-g7009
1_12556: transcript:CTROP-g7010
1_12557: transcript:CTROP-g7011
1_12558: transcript:CTROP-g7012
1_12559: transcript:CTROP-g7013
1_12560: transcript:CTROP-g7014
1_12561: transcript:CTROP-g7015
1_12562: transcript:CTROP-g7016
1_12563: transcript:CTROP-g7017
1_12564: transcript:CTROP-g7018
1_12565: transcript:CTROP-g7019
1_12566: transcript:CTROP-g7020
1_12567: transcript:CTROP-g7021
1_12568: transcript:CTROP-g7022
1_12569: transcript:CTROP-g7023
1_12570: transcript:CTROP-g7024
1_12571: transcript:CTROP-g7025
1_12572: transcript:CTROP-g7026
1_12573: transcript:CTROP-g7027
1_12574: transcript:CTROP-g7028
1_12575: transcript:CTROP-g7029
1_12576: transcript:CTROP-g7030
1_12577: transcript:CTROP-g7031
1_12578: transcript:CTROP-g7032
1_12579: transcript:CTROP-g7033
1_12580: transcript:CTROP-g7034
1_12581: transcript:CTROP-g7035
1_12582: transcript:CTROP-g7036
1_12583: transcript:CTROP-g7037
1_12584: transcript:CTROP-g7038
1_12585: transcript:CTROP-g7039
1_12586: transcript:CTROP-g7040
1_12587: transcript:CTROP-g7041
1_12588: transcript:CTROP-g7042
1_12589: transcript:CTROP-g7043
1_12590: transcript:CTROP-g7044
1_12591: transcript:CTROP-g7045
1_12592: transcript:CTROP-g7046
1_12593: transcript:CTROP-g7047
1_12594: transcript:CTROP-g7048
1_12595: transcript:CTROP-g7049
1_12596: transcript:CTROP-g7050
1_12597: transcript:CTROP-g7051
1_12598: transcript:CTROP-g7052
1_12599: transcript:CTROP-g7053
1_12600: transcript:CTROP-g7054
1_12601: transcript:CTROP-g7055
1_12602: transcript:CTROP-g7056
1_12603: transcript:CTROP-g7057
1_12604: transcript:CTROP-g7058
1_12605: transcript:CTROP-g7059
1_12606: transcript:CTROP-g7060
1_12607: transcript:CTROP-g7061
1_12608: transcript:CTROP-g7062
1_12609: transcript:CTROP-g7063
1_12610: transcript:CTROP-g7064
1_12611: transcript:CTROP-g7065
1_12612: transcript:CTROP-g7066
1_12613: transcript:CTROP-g7067
1_12614: transcript:CTROP-g7068
1_12615: transcript:CTROP-g7069
1_12616: transcript:CTROP-g7070
1_12617: transcript:CTROP-g7073
1_12618: transcript:CTROP-g7074
1_12619: transcript:CTROP-g7071
1_12620: transcript:CTROP-g7072
1_12621: transcript:CTROP-g7075
1_12622: transcript:CTROP-g7076
1_12623: transcript:CTROP-g7077
1_12624: transcript:CTROP-g7078
1_12625: transcript:CTROP-g7079
1_12626: transcript:CTROP-g7080
1_12627: transcript:CTROP-g7081
1_12628: transcript:CTROP-g7082
1_12629: transcript:CTROP-g7083
1_12630: transcript:CTROP-g7084
1_12631: transcript:CTROP-g7085
1_12632: transcript:CTROP-g7086
1_12633: transcript:CTROP-g7087
1_12634: transcript:CTROP-g7088
1_12635: transcript:CTROP-g7089
1_12636: transcript:CTROP-g7090
1_12637: transcript:CTROP-g7091
1_12638: transcript:CTROP-g7092
1_12639: transcript:CTROP-g7093
1_12640: transcript:CTROP-g7094
1_12641: transcript:CTROP-g7095
1_12642: transcript:CTROP-g7096
1_12643: transcript:CTROP-g7097
1_12644: transcript:CTROP-g7098
1_12645: transcript:CTROP-g7099
1_12646: transcript:CTROP-g7100
1_12647: transcript:CTROP-g7101
1_12648: transcript:CTROP-g7102
1_12649: transcript:CTROP-g7103
1_12650: transcript:CTROP-g7104
1_12651: transcript:CTROP-g7105
1_12652: transcript:CTROP-g7106
1_12653: transcript:CTROP-g7107
1_12654: transcript:CTROP-g7108
1_12655: transcript:CTROP-g7109
1_12656: transcript:CTROP-g7110
1_12657: transcript:CTROP-g7111
1_12658: transcript:CTROP-g7112
1_12659: transcript:CTROP-g7113
1_12660: transcript:CTROP-g7114
1_12661: transcript:CTROP-g7115
1_12662: transcript:CTROP-g7116
1_12663: transcript:CTROP-g7117
1_12664: transcript:CTROP-g7118
1_12665: transcript:CTROP-g7119
1_12666: transcript:CTROP-g7120
1_12667: transcript:CTROP-g7121
1_12668: transcript:CTROP-g7122
1_12669: transcript:CTROP-g7123
1_12670: transcript:CTROP-g7124
1_12671: transcript:CTROP-g7125
1_12672: transcript:CTROP-g7126
1_12673: transcript:CTROP-g7127
1_12674: transcript:CTROP-g7128
1_12675: transcript:CTROP-g7129
1_12676: transcript:CTROP-g7130
1_12677: transcript:CTROP-g7131
1_12678: transcript:CTROP-g7132
1_12679: transcript:CTROP-g7133
1_12680: transcript:CTROP-g7134
1_12681: transcript:CTROP-g7135
1_12682: transcript:CTROP-g7136
1_12683: transcript:CTROP-g7137
1_12684: transcript:CTROP-g7138
1_12685: transcript:CTROP-g7139
1_12686: transcript:CTROP-g7140
1_12687: transcript:CTROP-g7141
1_12688: transcript:CTROP-g7142
1_12689: transcript:CTROP-g7143
1_12690: transcript:CTROP-g7144
1_12691: transcript:CTROP-g7145
1_12692: transcript:CTROP-g7146
1_12693: transcript:CTROP-g7147
1_12694: transcript:CTROP-g7148
1_12695: transcript:CTROP-g7149
1_12696: transcript:CTROP-g7150
1_12697: transcript:CTROP-g7151
1_12698: transcript:CTROP-g7152
1_12699: transcript:CTROP-g7153
1_12700: transcript:CTROP-g7154
1_12701: transcript:CTROP-g7155
1_12702: transcript:CTROP-g7156
1_12703: transcript:CTROP-g7157
1_12704: transcript:CTROP-g7158
1_12705: transcript:CTROP-g7159
1_12706: transcript:CTROP-g7160
1_12707: transcript:CTROP-g7161
1_12708: transcript:CTROP-g7162
1_12709: transcript:CTROP-g7163
1_12710: transcript:CTROP-g7164
1_12711: transcript:CTROP-g7165
1_12712: transcript:CTROP-g7166
1_12713: transcript:CTROP-g7167
1_12714: transcript:CTROP-g7168
1_12715: transcript:CTROP-g7169
1_12716: transcript:CTROP-g7170
1_12717: transcript:CTROP-g7171
1_12718: transcript:CTROP-g7172
1_12719: transcript:CTROP-g7173
1_12720: transcript:CTROP-g7174
1_12721: transcript:CTROP-g7175
1_12722: transcript:CTROP-g7176
1_12723: transcript:CTROP-g7177
1_12724: transcript:CTROP-g7178
1_12725: transcript:CTROP-g7179
1_12726: transcript:CTROP-g7180
1_12727: transcript:CTROP-g7181
1_12728: transcript:CTROP-g7182
1_12729: transcript:CTROP-g7183
1_12730: transcript:CTROP-g7186
1_12731: transcript:CTROP-g7184
1_12732: transcript:CTROP-g7185
1_12733: transcript:CTROP-g7187
1_12734: transcript:CTROP-g7188
1_12735: transcript:CTROP-g7189
1_12736: transcript:CTROP-g7190
1_12737: transcript:CTROP-g7191
1_12738: transcript:CTROP-g7192
1_12739: transcript:CTROP-g7193
1_12740: transcript:CTROP-g7194
1_12741: transcript:CTROP-g7195
1_12742: transcript:CTROP-g7196
1_12743: transcript:CTROP-g7197
1_12744: transcript:CTROP-g7198
1_12745: transcript:CTROP-g7199
1_12746: transcript:CTROP-g7200
1_12747: transcript:CTROP-g7201
1_12748: transcript:CTROP-g7202
1_12749: transcript:CTROP-g7203
1_12750: transcript:CTROP-g7204
1_12751: transcript:CTROP-g7205
1_12752: transcript:CTROP-g7206
1_12753: transcript:CTROP-g7207
1_12754: transcript:CTROP-g7208
1_12755: transcript:CTROP-g7209
1_12756: transcript:CTROP-g7210
1_12757: transcript:CTROP-g7211
1_12758: transcript:CTROP-g7212
1_12759: transcript:CTROP-g7213
1_12760: transcript:CTROP-g7214
1_12761: transcript:CTROP-g7215
1_12762: transcript:CTROP-g7216
1_12763: transcript:CTROP-g7217
1_12764: transcript:CTROP-g7218
1_12765: transcript:CTROP-g7219
1_12766: transcript:CTROP-g7220
1_12767: transcript:CTROP-g7221
1_12768: transcript:CTROP-g7222
1_12769: transcript:CTROP-g7223
1_12770: transcript:CTROP-g7224
1_12771: transcript:CTROP-g7225
1_12772: transcript:CTROP-g7226
1_12773: transcript:CTROP-g7227
1_12774: transcript:CTROP-g7228
1_12775: transcript:CTROP-g7229
1_12776: transcript:CTROP-g7230
1_12777: transcript:CTROP-g7231
1_12778: transcript:CTROP-g7232
1_12779: transcript:CTROP-g7233
1_12780: transcript:CTROP-g7234
1_12781: transcript:CTROP-g7235
1_12782: transcript:CTROP-g7236
1_12783: transcript:CTROP-g7237
1_12784: transcript:CTROP-g7238
1_12785: transcript:CTROP-g7239
1_12786: transcript:CTROP-g7240
1_12787: transcript:CTROP-g7241
1_12788: transcript:CTROP-g7242
1_12789: transcript:CTROP-g7243
1_12790: transcript:CTROP-g7244
