0_0: transcript:QX1410-16786-1
2_19118: transcript:CTROP-g19119
2_19119: transcript:CTROP-g19120
2_19120: transcript:CTROP-g19121
2_19121: transcript:CTROP-g19122
2_19122: transcript:CTROP-g19123
2_19123: transcript:CTROP-g19124
2_19124: transcript:CTROP-g19125
2_19125: transcript:CTROP-g19126
2_19126: transcript:CTROP-g19127
2_19127: transcript:CTROP-g19128
2_19128: transcript:CTROP-g19129
2_19129: transcript:CTROP-g19130
2_19130: transcript:CTROP-g19131
2_19131: transcript:CTROP-g19132
2_19132: transcript:CTROP-g19133
2_19133: transcript:CTROP-g19134
2_19134: transcript:CTROP-g19135
2_19135: transcript:CTROP-g19136
2_19136: transcript:CTROP-g19137
2_19137: transcript:CTROP-g19138
2_19138: transcript:CTROP-g19139
2_19139: transcript:CTROP-g19140
2_19140: transcript:CTROP-g19141
2_19141: transcript:CTROP-g19142
2_19142: transcript:CTROP-g19143
2_19143: transcript:CTROP-g19144
2_19144: transcript:CTROP-g19145
2_19145: transcript:CTROP-g19146
2_19146: transcript:CTROP-g19147
2_19147: transcript:CTROP-g19148
2_19148: transcript:CTROP-g19149
2_19149: transcript:CTROP-g19150
2_19150: transcript:CTROP-g19151
2_19151: transcript:CTROP-g19152
2_19152: transcript:CTROP-g19153
2_19153: transcript:CTROP-g19154
2_19154: transcript:CTROP-g19155
2_19155: transcript:CTROP-g19156
2_19156: transcript:CTROP-g19157
2_19157: transcript:CTROP-g19158
2_19158: transcript:CTROP-g19159
2_19159: transcript:CTROP-g19160
2_19160: transcript:CTROP-g19161
2_19161: transcript:CTROP-g19162
2_19162: transcript:CTROP-g19163
2_19163: transcript:CTROP-g19164
2_19164: transcript:CTROP-g19165
2_19165: transcript:CTROP-g19166
2_19166: transcript:CTROP-g19167
2_19167: transcript:CTROP-g19168
2_19168: transcript:CTROP-g19169
2_19169: transcript:CTROP-g19170
2_19170: transcript:CTROP-g19171
2_19171: transcript:CTROP-g19172
2_19172: transcript:CTROP-g19173
2_19173: transcript:CTROP-g19174
2_19174: transcript:CTROP-g19175
2_19175: transcript:CTROP-g19176
2_19176: transcript:CTROP-g19177
2_19177: transcript:CTROP-g19178
2_19178: transcript:CTROP-g19179
2_19179: transcript:CTROP-g19180
2_19180: transcript:CTROP-g19181
2_19181: transcript:CTROP-g19182
2_19182: transcript:CTROP-g19183
2_19183: transcript:CTROP-g19184
2_19184: transcript:CTROP-g19185
2_19185: transcript:CTROP-g19186
2_19186: transcript:CTROP-g19187
2_19187: transcript:CTROP-g19188
2_19188: transcript:CTROP-g19189
2_19189: transcript:CTROP-g19190
2_19190: transcript:CTROP-g19191
2_19191: transcript:CTROP-g19192
2_19192: transcript:CTROP-g19193
2_19193: transcript:CTROP-g19194
2_19194: transcript:CTROP-g19195
2_19195: transcript:CTROP-g19196
2_19196: transcript:CTROP-g19197
2_19197: transcript:CTROP-g19198
2_19198: transcript:CTROP-g19199
2_19199: transcript:CTROP-g19200
2_19200: transcript:CTROP-g19201
2_19201: transcript:CTROP-g19202
2_19202: transcript:CTROP-g19203
2_19203: transcript:CTROP-g19204
2_19204: transcript:CTROP-g19205
2_19205: transcript:CTROP-g19206
2_19206: transcript:CTROP-g19207
2_19207: transcript:CTROP-g19208
2_19208: transcript:CTROP-g19209
2_19209: transcript:CTROP-g19210
2_19210: transcript:CTROP-g19211
2_19211: transcript:CTROP-g19212
2_19212: transcript:CTROP-g19213
2_19213: transcript:CTROP-g19214
2_19214: transcript:CTROP-g19215
2_19215: transcript:CTROP-g19216
2_19216: transcript:CTROP-g19217
2_19217: transcript:CTROP-g19218
2_19218: transcript:CTROP-g19219
2_19219: transcript:CTROP-g19220
2_19220: transcript:CTROP-g19221
2_19221: transcript:CTROP-g19222
2_19222: transcript:CTROP-g19223
2_19223: transcript:CTROP-g19224
2_19224: transcript:CTROP-g19225
2_19225: transcript:CTROP-g19226
2_19226: transcript:CTROP-g19227
2_19227: transcript:CTROP-g19228
2_19228: transcript:CTROP-g19229
2_19229: transcript:CTROP-g19230
2_19230: transcript:CTROP-g19231
2_19231: transcript:CTROP-g19232
2_19232: transcript:CTROP-g19233
2_19233: transcript:CTROP-g19234
2_19234: transcript:CTROP-g19235
2_19235: transcript:CTROP-g19236
2_19236: transcript:CTROP-g19237
2_19237: transcript:CTROP-g19238
2_19238: transcript:CTROP-g19239
2_19239: transcript:CTROP-g19240
2_19240: transcript:CTROP-g19241
2_19241: transcript:CTROP-g19242
2_19242: transcript:CTROP-g19243
2_19243: transcript:CTROP-g19244
2_19244: transcript:CTROP-g19245
2_19245: transcript:CTROP-g19246
2_19246: transcript:CTROP-g19247
2_19247: transcript:CTROP-g19248
2_19248: transcript:CTROP-g19249
2_19249: transcript:CTROP-g19250
2_19250: transcript:CTROP-g19251
2_19251: transcript:CTROP-g19252
2_19252: transcript:CTROP-g19253
2_19253: transcript:CTROP-g19254
2_19254: transcript:CTROP-g19255
2_19255: transcript:CTROP-g19256
2_19256: transcript:CTROP-g19257
2_19257: transcript:CTROP-g19258
2_19258: transcript:CTROP-g19259
2_19259: transcript:CTROP-g19260
2_19260: transcript:CTROP-g19261
2_19261: transcript:CTROP-g19262
2_19262: transcript:CTROP-g19263
2_19263: transcript:CTROP-g19264
2_19264: transcript:CTROP-g19265
2_19265: transcript:CTROP-g19266
2_19266: transcript:CTROP-g19267
2_19267: transcript:CTROP-g19268
2_19268: transcript:CTROP-g19269
2_19269: transcript:CTROP-g19270
2_19270: transcript:CTROP-g19271
2_19271: transcript:CTROP-g19272
2_19272: transcript:CTROP-g19273
2_19273: transcript:CTROP-g19274
2_19274: transcript:CTROP-g19275
2_19275: transcript:CTROP-g19276
2_19276: transcript:CTROP-g19277
2_19277: transcript:CTROP-g19278
2_19278: transcript:CTROP-g19279
2_19279: transcript:CTROP-g19280
2_19280: transcript:CTROP-g19281
2_19281: transcript:CTROP-g19282
2_19282: transcript:CTROP-g19283
2_19283: transcript:CTROP-g19284
2_19284: transcript:CTROP-g19285
2_19285: transcript:CTROP-g19286
2_19286: transcript:CTROP-g19287
2_19287: transcript:CTROP-g19288
2_19288: transcript:CTROP-g19289
2_19289: transcript:CTROP-g19290
2_19290: transcript:CTROP-g19291
2_19291: transcript:CTROP-g19292
2_19292: transcript:CTROP-g19293
2_19293: transcript:CTROP-g19294
2_19294: transcript:CTROP-g19295
2_19295: transcript:CTROP-g19296
2_19296: transcript:CTROP-g19297
2_19297: transcript:CTROP-g19298
2_19298: transcript:CTROP-g19299
2_19299: transcript:CTROP-g19300
2_19300: transcript:CTROP-g19302
2_19301: transcript:CTROP-g19303
2_19302: transcript:CTROP-g19304
2_19303: transcript:CTROP-g19305
2_19304: transcript:CTROP-g19306
2_19305: transcript:CTROP-g19307
2_19306: transcript:CTROP-g19308
2_19307: transcript:CTROP-g19301
2_19308: transcript:CTROP-g19309
2_19309: transcript:CTROP-g19311
2_19310: transcript:CTROP-g19310
2_19311: transcript:CTROP-g19312
2_19312: transcript:CTROP-g19313
2_19313: transcript:CTROP-g19314
2_19314: transcript:CTROP-g19315
2_19315: transcript:CTROP-g19316
2_19316: transcript:CTROP-g19317
2_19317: transcript:CTROP-g19318
2_19318: transcript:CTROP-g19319
2_19319: transcript:CTROP-g19320
2_19320: transcript:CTROP-g19321
2_19321: transcript:CTROP-g19322
2_19322: transcript:CTROP-g19323
2_19323: transcript:CTROP-g19324
2_19324: transcript:CTROP-g19325
2_19325: transcript:CTROP-g19326
2_19326: transcript:CTROP-g19327
2_19327: transcript:CTROP-g19328
2_19328: transcript:CTROP-g19329
2_19329: transcript:CTROP-g19330
2_19330: transcript:CTROP-g19331
2_19331: transcript:CTROP-g19332
2_19332: transcript:CTROP-g19333
2_19333: transcript:CTROP-g19334
2_19334: transcript:CTROP-g19335
2_19335: transcript:CTROP-g19336
2_19336: transcript:CTROP-g19337
2_19337: transcript:CTROP-g19338
2_19338: transcript:CTROP-g19339
2_19339: transcript:CTROP-g19340
2_19340: transcript:CTROP-g19341
2_19341: transcript:CTROP-g19342
2_19342: transcript:CTROP-g19343
2_19343: transcript:CTROP-g19344
2_19344: transcript:CTROP-g19345
2_19345: transcript:CTROP-g19346
2_19346: transcript:CTROP-g19349
2_19347: transcript:CTROP-g19350
2_19348: transcript:CTROP-g19347
2_19349: transcript:CTROP-g19348
2_19350: transcript:CTROP-g19351
2_19351: transcript:CTROP-g19352
2_19352: transcript:CTROP-g19353
2_19353: transcript:CTROP-g19354
2_19354: transcript:CTROP-g19355
2_19355: transcript:CTROP-g19356
2_19356: transcript:CTROP-g19357
2_19357: transcript:CTROP-g19358
2_19358: transcript:CTROP-g19359
2_19359: transcript:CTROP-g19360
2_19360: transcript:CTROP-g19361
2_19361: transcript:CTROP-g19362
2_19362: transcript:CTROP-g19363
2_19363: transcript:CTROP-g19364
2_19364: transcript:CTROP-g19365
2_19365: transcript:CTROP-g19366
2_19366: transcript:CTROP-g19367
2_19367: transcript:CTROP-g19368
2_19368: transcript:CTROP-g19369
2_19369: transcript:CTROP-g19370
2_19370: transcript:CTROP-g19371
2_19371: transcript:CTROP-g19372
2_19372: transcript:CTROP-g19373
2_19373: transcript:CTROP-g19374
2_19374: transcript:CTROP-g19375
2_19375: transcript:CTROP-g19376
2_19376: transcript:CTROP-g19377
2_19377: transcript:CTROP-g19378
2_19378: transcript:CTROP-g19379
2_19379: transcript:CTROP-g19380
2_19380: transcript:CTROP-g19381
2_19381: transcript:CTROP-g19382
2_19382: transcript:CTROP-g19383
2_19383: transcript:CTROP-g19384
2_19384: transcript:CTROP-g19385
2_19385: transcript:CTROP-g19386
2_19386: transcript:CTROP-g19387
2_19387: transcript:CTROP-g19388
2_19388: transcript:CTROP-g19389
2_19389: transcript:CTROP-g19390
2_19390: transcript:CTROP-g19391
2_19391: transcript:CTROP-g19392
2_19392: transcript:CTROP-g19393
2_19393: transcript:CTROP-g19394
2_19394: transcript:CTROP-g19395
2_19395: transcript:CTROP-g19396
2_19396: transcript:CTROP-g19397
2_19397: transcript:CTROP-g19398
2_19398: transcript:CTROP-g19399
2_19399: transcript:CTROP-g19400
2_19400: transcript:CTROP-g19401
2_19401: transcript:CTROP-g19402
2_19402: transcript:CTROP-g19403
2_19403: transcript:CTROP-g19404
2_19404: transcript:CTROP-g19405
2_19405: transcript:CTROP-g19406
2_19406: transcript:CTROP-g19407
2_19407: transcript:CTROP-g19408
2_19408: transcript:CTROP-g19409
2_19409: transcript:CTROP-g19410
2_19410: transcript:CTROP-g19411
2_19411: transcript:CTROP-g19412
2_19412: transcript:CTROP-g19413
2_19413: transcript:CTROP-g19414
2_19414: transcript:CTROP-g19416
2_19415: transcript:CTROP-g19417
2_19416: transcript:CTROP-g19418
2_19417: transcript:CTROP-g19419
2_19418: transcript:CTROP-g19420
2_19419: transcript:CTROP-g19415
2_19420: transcript:CTROP-g19421
2_19421: transcript:CTROP-g19422
2_19422: transcript:CTROP-g19423
2_19423: transcript:CTROP-g19424
2_19424: transcript:CTROP-g19425
2_19425: transcript:CTROP-g19426
2_19426: transcript:CTROP-g19427
2_19427: transcript:CTROP-g19428
2_19428: transcript:CTROP-g19429
2_19429: transcript:CTROP-g19430
2_19430: transcript:CTROP-g19431
2_19431: transcript:CTROP-g19432
2_19432: transcript:CTROP-g19433
2_19433: transcript:CTROP-g19434
2_19434: transcript:CTROP-g19435
2_19435: transcript:CTROP-g19436
2_19436: transcript:CTROP-g19437
2_19437: transcript:CTROP-g19438
2_19438: transcript:CTROP-g19439
2_19439: transcript:CTROP-g19440
2_19440: transcript:CTROP-g19441
2_19441: transcript:CTROP-g19442
2_19442: transcript:CTROP-g19443
2_19443: transcript:CTROP-g19444
2_19444: transcript:CTROP-g19445
2_19445: transcript:CTROP-g19446
2_19446: transcript:CTROP-g19447
2_19447: transcript:CTROP-g19448
2_19448: transcript:CTROP-g19449
2_19449: transcript:CTROP-g19450
2_19450: transcript:CTROP-g19451
2_19451: transcript:CTROP-g19452
2_19452: transcript:CTROP-g19453
2_19453: transcript:CTROP-g19454
2_19454: transcript:CTROP-g19455
2_19455: transcript:CTROP-g19456
2_19456: transcript:CTROP-g19457
2_19457: transcript:CTROP-g19458
2_19458: transcript:CTROP-g19459
2_19459: transcript:CTROP-g19460
2_19460: transcript:CTROP-g19461
2_19461: transcript:CTROP-g19462
2_19462: transcript:CTROP-g19463
2_19463: transcript:CTROP-g19464
2_19464: transcript:CTROP-g19465
2_19465: transcript:CTROP-g19466
2_19466: transcript:CTROP-g19467
2_19467: transcript:CTROP-g19468
2_19468: transcript:CTROP-g19469
2_19469: transcript:CTROP-g19470
2_19470: transcript:CTROP-g19471
2_19471: transcript:CTROP-g19472
2_19472: transcript:CTROP-g19473
2_19473: transcript:CTROP-g19474
2_19474: transcript:CTROP-g19475
2_19475: transcript:CTROP-g19476
2_19476: transcript:CTROP-g19477
2_19477: transcript:CTROP-g19478
2_19478: transcript:CTROP-g19479
2_19479: transcript:CTROP-g19480
2_19480: transcript:CTROP-g19481
2_19481: transcript:CTROP-g19482
2_19482: transcript:CTROP-g19483
2_19483: transcript:CTROP-g19484
2_19484: transcript:CTROP-g19485
2_19485: transcript:CTROP-g19486
2_19486: transcript:CTROP-g19487
2_19487: transcript:CTROP-g19488
2_19488: transcript:CTROP-g19489
2_19489: transcript:CTROP-g19490
2_19490: transcript:CTROP-g19491
2_19491: transcript:CTROP-g19492
2_19492: transcript:CTROP-g19493
2_19493: transcript:CTROP-g19494
2_19494: transcript:CTROP-g19495
2_19495: transcript:CTROP-g19496
2_19496: transcript:CTROP-g19497
2_19497: transcript:CTROP-g19498
2_19498: transcript:CTROP-g19499
2_19499: transcript:CTROP-g19500
2_19500: transcript:CTROP-g19501
2_19501: transcript:CTROP-g19502
2_19502: transcript:CTROP-g19503
2_19503: transcript:CTROP-g19504
2_19504: transcript:CTROP-g19505
2_19505: transcript:CTROP-g19506
2_19506: transcript:CTROP-g19507
2_19507: transcript:CTROP-g19508
2_19508: transcript:CTROP-g19509
2_19509: transcript:CTROP-g19510
2_19510: transcript:CTROP-g19511
2_19511: transcript:CTROP-g19512
2_19512: transcript:CTROP-g19513
2_19513: transcript:CTROP-g19514
2_19514: transcript:CTROP-g19515
2_19515: transcript:CTROP-g19516
2_19516: transcript:CTROP-g19517
2_19517: transcript:CTROP-g19518
2_19518: transcript:CTROP-g19519
2_19519: transcript:CTROP-g19520
2_19520: transcript:CTROP-g19521
2_19521: transcript:CTROP-g19524
2_19522: transcript:CTROP-g19525
2_19523: transcript:CTROP-g19522
2_19524: transcript:CTROP-g19523
2_19525: transcript:CTROP-g19526
2_19526: transcript:CTROP-g19527
2_19527: transcript:CTROP-g19528
2_19528: transcript:CTROP-g19529
2_19529: transcript:CTROP-g19530
2_19530: transcript:CTROP-g19531
2_19531: transcript:CTROP-g19532
2_19532: transcript:CTROP-g19533
2_19533: transcript:CTROP-g19534
2_19534: transcript:CTROP-g19535
2_19535: transcript:CTROP-g19536
2_19536: transcript:CTROP-g19537
2_19537: transcript:CTROP-g19538
2_19538: transcript:CTROP-g19539
2_19539: transcript:CTROP-g19540
2_19540: transcript:CTROP-g19541
2_19541: transcript:CTROP-g19542
2_19542: transcript:CTROP-g19543
2_19543: transcript:CTROP-g19544
2_19544: transcript:CTROP-g19545
2_19545: transcript:CTROP-g19546
2_19546: transcript:CTROP-g19547
2_19547: transcript:CTROP-g19548
2_19548: transcript:CTROP-g19549
2_19549: transcript:CTROP-g19550
2_19550: transcript:CTROP-g19551
2_19551: transcript:CTROP-g19552
2_19552: transcript:CTROP-g19553
2_19553: transcript:CTROP-g19554
2_19554: transcript:CTROP-g19555
2_19555: transcript:CTROP-g19556
2_19556: transcript:CTROP-g19557
2_19557: transcript:CTROP-g19558
2_19558: transcript:CTROP-g19559
2_19559: transcript:CTROP-g19561
2_19560: transcript:CTROP-g19562
2_19561: transcript:CTROP-g19563
2_19562: transcript:CTROP-g19560
2_19563: transcript:CTROP-g19564
2_19564: transcript:CTROP-g19565
2_19565: transcript:CTROP-g19566
2_19566: transcript:CTROP-g19567
2_19567: transcript:CTROP-g19568
2_19568: transcript:CTROP-g19569
2_19569: transcript:CTROP-g19570
2_19570: transcript:CTROP-g19571
2_19571: transcript:CTROP-g19572
2_19572: transcript:CTROP-g19573
2_19573: transcript:CTROP-g19574
2_19574: transcript:CTROP-g19575
2_19575: transcript:CTROP-g19576
2_19576: transcript:CTROP-g19577
2_19577: transcript:CTROP-g19578
2_19578: transcript:CTROP-g19579
2_19579: transcript:CTROP-g19580
2_19580: transcript:CTROP-g19581
2_19581: transcript:CTROP-g19582
2_19582: transcript:CTROP-g19583
2_19583: transcript:CTROP-g19584
2_19584: transcript:CTROP-g19585
2_19585: transcript:CTROP-g19586
2_19586: transcript:CTROP-g19587
2_19587: transcript:CTROP-g19588
2_19588: transcript:CTROP-g19589
2_19589: transcript:CTROP-g19590
2_19590: transcript:CTROP-g19591
2_19591: transcript:CTROP-g19592
2_19592: transcript:CTROP-g19593
2_19593: transcript:CTROP-g19594
2_19594: transcript:CTROP-g19595
2_19595: transcript:CTROP-g19596
2_19596: transcript:CTROP-g19597
2_19597: transcript:CTROP-g19598
2_19598: transcript:CTROP-g19599
2_19599: transcript:CTROP-g19600
2_19600: transcript:CTROP-g19601
2_19601: transcript:CTROP-g19602
2_19602: transcript:CTROP-g19603
2_19603: transcript:CTROP-g19604
2_19604: transcript:CTROP-g19605
2_19605: transcript:CTROP-g19606
2_19606: transcript:CTROP-g19607
2_19607: transcript:CTROP-g19608
2_19608: transcript:CTROP-g19609
2_19609: transcript:CTROP-g19610
2_19610: transcript:CTROP-g19611
2_19611: transcript:CTROP-g19612
2_19612: transcript:CTROP-g19613
2_19613: transcript:CTROP-g19614
2_19614: transcript:CTROP-g19615
2_19615: transcript:CTROP-g19616
2_19616: transcript:CTROP-g19617
2_19617: transcript:CTROP-g19618
2_19618: transcript:CTROP-g19619
2_19619: transcript:CTROP-g19620
2_19620: transcript:CTROP-g19621
2_19621: transcript:CTROP-g19622
2_19622: transcript:CTROP-g19623
2_19623: transcript:CTROP-g19624
2_19624: transcript:CTROP-g19625
2_19625: transcript:CTROP-g19626
2_19626: transcript:CTROP-g19627
2_19627: transcript:CTROP-g19628
2_19628: transcript:CTROP-g19629
2_19629: transcript:CTROP-g19630
2_19630: transcript:CTROP-g19631
2_19631: transcript:CTROP-g19632
2_19632: transcript:CTROP-g19633
2_19633: transcript:CTROP-g19634
2_19634: transcript:CTROP-g19635
2_19635: transcript:CTROP-g19636
2_19636: transcript:CTROP-g19637
2_19637: transcript:CTROP-g19638
2_19638: transcript:CTROP-g19639
2_19639: transcript:CTROP-g19640
2_19640: transcript:CTROP-g19641
2_19641: transcript:CTROP-g19642
2_19642: transcript:CTROP-g19643
2_19643: transcript:CTROP-g19644
2_19644: transcript:CTROP-g19645
2_19645: transcript:CTROP-g19646
2_19646: transcript:CTROP-g19647
2_19647: transcript:CTROP-g19648
2_19648: transcript:CTROP-g19649
2_19649: transcript:CTROP-g19650
2_19650: transcript:CTROP-g19651
2_19651: transcript:CTROP-g19652
2_19652: transcript:CTROP-g19653
2_19653: transcript:CTROP-g19654
2_19654: transcript:CTROP-g19655
2_19655: transcript:CTROP-g19656
2_19656: transcript:CTROP-g19657
2_19657: transcript:CTROP-g19658
2_19658: transcript:CTROP-g19659
2_19659: transcript:CTROP-g19660
2_19660: transcript:CTROP-g19661
2_19661: transcript:CTROP-g19662
2_19662: transcript:CTROP-g19663
2_19663: transcript:CTROP-g19664
2_19664: transcript:CTROP-g19665
2_19665: transcript:CTROP-g19666
2_19666: transcript:CTROP-g19667
2_19667: transcript:CTROP-g19668
2_19668: transcript:CTROP-g19669
2_19669: transcript:CTROP-g19670
2_19670: transcript:CTROP-g19671
2_19671: transcript:CTROP-g19672
2_19672: transcript:CTROP-g19673
2_19673: transcript:CTROP-g19674
2_19674: transcript:CTROP-g19675
2_19675: transcript:CTROP-g19676
2_19676: transcript:CTROP-g19677
2_19677: transcript:CTROP-g19678
2_19678: transcript:CTROP-g19679
2_19679: transcript:CTROP-g19680
2_19680: transcript:CTROP-g19681
2_19681: transcript:CTROP-g19682
2_19682: transcript:CTROP-g19683
2_19683: transcript:CTROP-g19684
2_19684: transcript:CTROP-g19685
2_19685: transcript:CTROP-g19686
2_19686: transcript:CTROP-g19687
2_19687: transcript:CTROP-g19688
2_19688: transcript:CTROP-g19689
2_19689: transcript:CTROP-g19690
2_19690: transcript:CTROP-g19692
2_19691: transcript:CTROP-g19693
2_19692: transcript:CTROP-g19694
2_19693: transcript:CTROP-g19691
2_19694: transcript:CTROP-g19695
2_19695: transcript:CTROP-g19696
2_19696: transcript:CTROP-g19697
2_19697: transcript:CTROP-g19698
2_19698: transcript:CTROP-g19699
2_19699: transcript:CTROP-g19700
2_19700: transcript:CTROP-g19701
2_19701: transcript:CTROP-g19702
2_19702: transcript:CTROP-g19703
2_19703: transcript:CTROP-g19704
2_19704: transcript:CTROP-g19705
2_19705: transcript:CTROP-g19706
2_19706: transcript:CTROP-g19707
2_19707: transcript:CTROP-g19708
2_19708: transcript:CTROP-g19709
2_19709: transcript:CTROP-g19710
2_19710: transcript:CTROP-g19711
2_19711: transcript:CTROP-g19712
2_19712: transcript:CTROP-g19713
2_19713: transcript:CTROP-g19714
2_19714: transcript:CTROP-g19715
2_19715: transcript:CTROP-g19716
2_19716: transcript:CTROP-g19717
2_19717: transcript:CTROP-g19718
2_19718: transcript:CTROP-g19719
2_19719: transcript:CTROP-g19720
2_19720: transcript:CTROP-g19721
2_19721: transcript:CTROP-g19722
2_19722: transcript:CTROP-g19723
2_19723: transcript:CTROP-g19724
2_19724: transcript:CTROP-g19725
2_19725: transcript:CTROP-g19726
2_19726: transcript:CTROP-g19727
2_19727: transcript:CTROP-g19728
2_19728: transcript:CTROP-g19729
2_19729: transcript:CTROP-g19730
2_19730: transcript:CTROP-g19731
2_19731: transcript:CTROP-g19732
2_19732: transcript:CTROP-g19733
2_19733: transcript:CTROP-g19734
2_19734: transcript:CTROP-g19735
2_19735: transcript:CTROP-g19736
2_19736: transcript:CTROP-g19737
2_19737: transcript:CTROP-g19738
2_19738: transcript:CTROP-g19739
2_19739: transcript:CTROP-g19740
2_19740: transcript:CTROP-g19741
2_19741: transcript:CTROP-g19742
2_19742: transcript:CTROP-g19743
2_19743: transcript:CTROP-g19744
2_19744: transcript:CTROP-g19745
2_19745: transcript:CTROP-g19746
2_19746: transcript:CTROP-g19747
2_19747: transcript:CTROP-g19748
2_19748: transcript:CTROP-g19749
2_19749: transcript:CTROP-g19750
2_19750: transcript:CTROP-g19751
2_19751: transcript:CTROP-g19752
2_19752: transcript:CTROP-g19753
2_19753: transcript:CTROP-g19754
2_19754: transcript:CTROP-g19755
2_19755: transcript:CTROP-g19756
2_19756: transcript:CTROP-g19757
2_19757: transcript:CTROP-g19758
2_19758: transcript:CTROP-g19759
2_19759: transcript:CTROP-g19760
2_19760: transcript:CTROP-g19761
2_19761: transcript:CTROP-g19762
2_19762: transcript:CTROP-g19764
2_19763: transcript:CTROP-g19763
2_19764: transcript:CTROP-g19765
2_19765: transcript:CTROP-g19766
2_19766: transcript:CTROP-g19767
2_19767: transcript:CTROP-g19768
2_19768: transcript:CTROP-g19769
2_19769: transcript:CTROP-g19770
2_19770: transcript:CTROP-g19771
2_19771: transcript:CTROP-g19772
2_19772: transcript:CTROP-g19773
2_19773: transcript:CTROP-g19774
2_19774: transcript:CTROP-g19775
2_19775: transcript:CTROP-g19776
2_19776: transcript:CTROP-g19777
2_19777: transcript:CTROP-g19778
2_19778: transcript:CTROP-g19779
2_19779: transcript:CTROP-g19780
2_19780: transcript:CTROP-g19781
2_19781: transcript:CTROP-g19782
2_19782: transcript:CTROP-g19783
2_19783: transcript:CTROP-g19784
2_19784: transcript:CTROP-g19785
2_19785: transcript:CTROP-g19786
2_19786: transcript:CTROP-g19787
2_19787: transcript:CTROP-g19788
2_19788: transcript:CTROP-g19789
2_19789: transcript:CTROP-g19790
2_19790: transcript:CTROP-g19791
2_19791: transcript:CTROP-g19792
2_19792: transcript:CTROP-g19793
2_19793: transcript:CTROP-g19794
2_19794: transcript:CTROP-g19795
2_19795: transcript:CTROP-g19796
2_19796: transcript:CTROP-g19797
2_19797: transcript:CTROP-g19798
2_19798: transcript:CTROP-g19799
2_19799: transcript:CTROP-g19800
2_19800: transcript:CTROP-g19801
2_19801: transcript:CTROP-g19802
2_19802: transcript:CTROP-g19803
2_19803: transcript:CTROP-g19804
2_19804: transcript:CTROP-g19805
2_19805: transcript:CTROP-g19806
2_19806: transcript:CTROP-g19807
2_19807: transcript:CTROP-g19808
2_19808: transcript:CTROP-g19809
2_19809: transcript:CTROP-g19810
2_19810: transcript:CTROP-g19811
2_19811: transcript:CTROP-g19812
2_19812: transcript:CTROP-g19813
2_19813: transcript:CTROP-g19814
2_19814: transcript:CTROP-g19815
2_19815: transcript:CTROP-g19816
2_19816: transcript:CTROP-g19817
2_19817: transcript:CTROP-g19818
2_19818: transcript:CTROP-g19819
2_19819: transcript:CTROP-g19820
2_19820: transcript:CTROP-g19821
2_19821: transcript:CTROP-g19822
2_19822: transcript:CTROP-g19823
2_19823: transcript:CTROP-g19824
2_19824: transcript:CTROP-g19825
2_19825: transcript:CTROP-g19826
2_19826: transcript:CTROP-g19827
2_19827: transcript:CTROP-g19828
2_19828: transcript:CTROP-g19829
2_19829: transcript:CTROP-g19830
2_19830: transcript:CTROP-g19831
2_19831: transcript:CTROP-g19832
2_19832: transcript:CTROP-g19833
2_19833: transcript:CTROP-g19834
2_19834: transcript:CTROP-g19835
2_19835: transcript:CTROP-g19836
2_19836: transcript:CTROP-g19837
2_19837: transcript:CTROP-g19838
2_19838: transcript:CTROP-g19839
2_19839: transcript:CTROP-g19840
2_19840: transcript:CTROP-g19841
2_19841: transcript:CTROP-g19842
2_19842: transcript:CTROP-g19843
2_19843: transcript:CTROP-g19844
2_19844: transcript:CTROP-g19845
2_19845: transcript:CTROP-g19846
2_19846: transcript:CTROP-g19847
2_19847: transcript:CTROP-g19848
2_19848: transcript:CTROP-g19849
2_19849: transcript:CTROP-g19850
2_19850: transcript:CTROP-g19851
2_19851: transcript:CTROP-g19852
2_19852: transcript:CTROP-g19853
2_19853: transcript:CTROP-g19856
2_19854: transcript:CTROP-g19857
2_19855: transcript:CTROP-g19854
2_19856: transcript:CTROP-g19855
2_19857: transcript:CTROP-g19858
2_19858: transcript:CTROP-g19859
2_19859: transcript:CTROP-g19860
2_19860: transcript:CTROP-g19861
2_19861: transcript:CTROP-g19862
2_19862: transcript:CTROP-g19863
2_19863: transcript:CTROP-g19864
2_19864: transcript:CTROP-g19865
2_19865: transcript:CTROP-g19866
2_19866: transcript:CTROP-g19867
2_19867: transcript:CTROP-g19868
2_19868: transcript:CTROP-g19869
2_19869: transcript:CTROP-g19870
2_19870: transcript:CTROP-g19871
2_19871: transcript:CTROP-g19872
2_19872: transcript:CTROP-g19873
2_19873: transcript:CTROP-g19874
2_19874: transcript:CTROP-g19875
2_19875: transcript:CTROP-g19876
2_19876: transcript:CTROP-g19877
2_19877: transcript:CTROP-g19878
2_19878: transcript:CTROP-g19879
2_19879: transcript:CTROP-g19880
2_19880: transcript:CTROP-g19881
2_19881: transcript:CTROP-g19882
2_19882: transcript:CTROP-g19883
2_19883: transcript:CTROP-g19884
2_19884: transcript:CTROP-g19885
2_19885: transcript:CTROP-g19886
2_19886: transcript:CTROP-g19887
2_19887: transcript:CTROP-g19888
2_19888: transcript:CTROP-g19889
2_19889: transcript:CTROP-g19890
2_19890: transcript:CTROP-g19891
2_19891: transcript:CTROP-g19892
2_19892: transcript:CTROP-g19893
2_19893: transcript:CTROP-g19894
